CHOPER,CHFLTN,CHOPERD,CHSTOL,CHPTOL,CHAORD,CHLOC1,CHLOC1D,CHLOC1TH,CHLOC1T,CHLOC1CH,CHLOCCT,CHTERM,CHCINT,CHCKZN,CHRMINE,CHRMINH
IZ,801,ARKIA  ISRAELI  AIRLINES,2024-03-10T06:30:00,2024-03-10T06:43:00,D,ETM,RAMON,אילת - רמון,RAMON,ישראל,ISRAEL,3,G12-G18,G,DEPARTED,המריאה
IB,2392,IBERIA,2024-03-10T06:30:00,2024-03-10T06:55:00,D,BCN,BARCELONA,ברצלונה,BARCELONA,ספרד,SPAIN,3,78-99,D,DEPARTED,המריאה
LY,393,EL AL ISRAEL AIRLINES,2024-03-10T06:30:00,2024-03-10T06:55:00,D,BCN,BARCELONA,ברצלונה,BARCELONA,ספרד,SPAIN,3,78-99,D,DEPARTED,המריאה
LY,381,EL AL ISRAEL AIRLINES,2024-03-10T06:50:00,2024-03-10T07:00:00,D,MXP,MILAN-MALPENSA,מילאנו,MILAN,איטליה,ITALY,3,78-99,D,DEPARTED,המריאה
SK,3185,SAS,2024-03-10T06:50:00,2024-03-10T07:00:00,D,MXP,MILAN-MALPENSA,מילאנו,MILAN,איטליה,ITALY,3,78-99,D,DEPARTED,המריאה
TP,8910,AIR PORTUGAL,2024-03-10T06:50:00,2024-03-10T07:00:00,D,MXP,MILAN-MALPENSA,מילאנו,MILAN,איטליה,ITALY,3,78-99,D,DEPARTED,המריאה
LY,573,EL AL ISRAEL AIRLINES,2024-03-10T07:00:00,2024-03-10T07:13:00,D,OTP,BUCHAREST - OTOPENI,בוקרשט,BUCHAREST,רומניה,ROMANIA,3,78-99,D,DEPARTED,המריאה
LY,541,EL AL ISRAEL AIRLINES,2024-03-10T06:50:00,2024-03-10T07:15:00,D,ATH,ATHENS,אתונה,ATHENS,יוון,GREECE,3,78-99,D,DEPARTED,המריאה
LY,2365,EL AL ISRAEL AIRLINES,2024-03-10T07:05:00,2024-03-10T07:17:00,D,BUD,BUDAPEST,בודפשט,BUDAPEST,הונגריה,HUNGARY,3,78-99,D,DEPARTED,המריאה
QS,1286,SMARTWINGS,2024-03-10T04:35:00,2024-03-10T07:17:00,A,PRG,PRAGUE-RUZYNE,פראג,PRAGUE,צ'כיה,CZECH REPUBLIC,3,,,LANDED,נחתה
6H,883,ISRAIR AIRLINES,2024-03-10T07:00:00,2024-03-10T07:21:00,D,BUS,BATUMI,בטומי,BATUMI,גיאורגיה,GEORGIA,3,17-20,A,DEPARTED,המריאה
LY,551,EL AL ISRAEL AIRLINES,2024-03-10T07:10:00,2024-03-10T07:23:00,D,SOF,SOFIA,סופיה,SOFIA,בולגריה,BULGARIA,3,78-99,D,DEPARTED,המריאה
BZ,442,BLUE BIRD AIRWAYS,2024-03-10T07:00:00,2024-03-10T07:24:00,D,BUD,BUDAPEST,בודפשט,BUDAPEST,הונגריה,HUNGARY,3,22-24,A,DEPARTED,המריאה
IZ,773,ARKIA  ISRAELI  AIRLINES,2024-03-10T07:00:00,2024-03-10T07:32:00,D,GNB,GRENOBLE-SAUNT GEOIRS,גרנובל,GRENOBLE,צרפת,FRANCE,3,46-51,B,DEPARTED,המריאה
LY,2521,EL AL ISRAEL AIRLINES,2024-03-10T07:25:00,2024-03-10T07:36:00,D,PRG,PRAGUE-RUZYNE,פראג,PRAGUE,צ'כיה,CZECH REPUBLIC,3,78-99,D,DEPARTED,המריאה
6H,041,ISRAIR AIRLINES,2024-03-10T07:30:00,2024-03-10T07:47:00,D,ETM,RAMON,אילת - רמון,RAMON,ישראל,ISRAEL,3,G1-G6,G,DEPARTED,המריאה
6H,661,ISRAIR AIRLINES,2024-03-10T07:20:00,2024-03-10T08:02:00,D,DXB,DUBAI,דובאי,DUBAI,איחוד האמירויות הערב,UNITED ARAB EMIRATES,3,12-15,A,DEPARTED,המריאה
W4,3257,WIZZ AIR MALTA,2024-03-10T08:30:00,2024-03-10T08:10:00,A,OTP,BUCHAREST - OTOPENI,בוקרשט,BUCHAREST,רומניה,ROMANIA,3,,,LANDED,נחתה
6H,052,ISRAIR AIRLINES,2024-03-10T08:30:00,2024-03-10T08:14:00,A,ETM,RAMON,אילת - רמון,RAMON,ישראל,ISRAEL,3,,,LANDED,נחתה
BZ,112,BLUE BIRD AIRWAYS,2024-03-10T08:00:00,2024-03-10T08:34:00,D,LCA,LARNACA,לרנקה,LARNACA,קפריסין,CYPRUS,3,25-27,A,DEPARTED,המריאה
QS,1287,SMARTWINGS,2024-03-10T05:35:00,2024-03-10T08:45:00,D,PRG,PRAGUE-RUZYNE,פראג,PRAGUE,צ'כיה,CZECH REPUBLIC,3,9-11,A,DEPARTED,המריאה
IZ,802,ARKIA  ISRAELI  AIRLINES,2024-03-10T08:45:00,2024-03-10T08:55:00,A,ETM,RAMON,אילת - רמון,RAMON,ישראל,ISRAEL,3,,,LANDED,נחתה
IZ,551,ARKIA  ISRAELI  AIRLINES,2024-03-10T08:15:00,2024-03-10T08:58:00,D,RVN,ROVANIEMI,רובניימי,ROVANIEMI,פינלנד,FINLAND,3,34-38,B,DEPARTED,המריאה
LY,341,EL AL ISRAEL AIRLINES,2024-03-10T08:45:00,2024-03-10T09:04:00,D,GVA,GENEVA,ז'נבה,GENEVA,שוויץ,SWITZERLAND,3,78-99,D,DEPARTED,המריאה
UA,084,UNITED AIRLINES,2024-03-10T09:20:00,2024-03-10T09:16:00,A,EWR,NEW YORK - NEWARK,ניוארק,NEWARK,ארצות הברית,UNITED STATES,3,,,LANDED,נחתה
EK,2369,EMIRATES,2024-03-10T08:55:00,2024-03-10T09:18:00,A,DXB,DUBAI,דובאי,DUBAI,איחוד האמירויות הערב,UNITED ARAB EMIRATES,3,,,LANDED,נחתה
FZ,1549,FLYDUBAI,2024-03-10T08:55:00,2024-03-10T09:18:00,A,DXB,DUBAI,דובאי,DUBAI,איחוד האמירויות הערב,UNITED ARAB EMIRATES,3,,,LANDED,נחתה
AM,7885,AERO MEXICO,2024-03-10T09:00:00,2024-03-10T09:20:00,D,CDG,PARIS-CHARLES DE GAULLE,פריס,PARIS,צרפת,FRANCE,3,78-99,D,DEPARTED,המריאה
LY,323,EL AL ISRAEL AIRLINES,2024-03-10T09:00:00,2024-03-10T09:20:00,D,CDG,PARIS-CHARLES DE GAULLE,פריס,PARIS,צרפת,FRANCE,3,78-99,D,DEPARTED,המריאה
SK,3163,SAS,2024-03-10T09:00:00,2024-03-10T09:20:00,D,CDG,PARIS-CHARLES DE GAULLE,פריס,PARIS,צרפת,FRANCE,3,78-99,D,DEPARTED,המריאה
LY,5141,EL AL ISRAEL AIRLINES,2024-03-10T08:35:00,2024-03-10T09:32:00,D,LCA,LARNACA,לרנקה,LARNACA,קפריסין,CYPRUS,3,78-99,D,DEPARTED,המריאה
U8,103,TUS AIRWAYS,2024-03-10T09:30:00,2024-03-10T09:38:00,D,LCA,LARNACA,לרנקה,LARNACA,קפריסין,CYPRUS,3,28-31,A,DEPARTED,המריאה
W6,2325,WIZZAIR,2024-03-10T10:05:00,2024-03-10T09:46:00,A,BUD,BUDAPEST,בודפשט,BUDAPEST,הונגריה,HUNGARY,3,,,LANDED,נחתה
6H,141,ISRAIR AIRLINES,2024-03-10T09:25:00,2024-03-10T09:46:00,D,GNB,GRENOBLE-SAUNT GEOIRS,גרנובל,GRENOBLE,צרפת,FRANCE,3,19-23,A,DEPARTED,המריאה
AA,9261,AMERICAN AIRLINES,2024-03-10T09:15:00,2024-03-10T09:50:00,D,LHR,LONDON - HEATHROW,לונדון,LONDON,בריטניה,UNITED KINGDOM,3,78-99,D,DEPARTED,המריאה
AM,7863,AERO MEXICO,2024-03-10T09:15:00,2024-03-10T09:50:00,D,LHR,LONDON - HEATHROW,לונדון,LONDON,בריטניה,UNITED KINGDOM,3,78-99,D,DEPARTED,המריאה
LY,315,EL AL ISRAEL AIRLINES,2024-03-10T09:15:00,2024-03-10T09:50:00,D,LHR,LONDON - HEATHROW,לונדון,LONDON,בריטניה,UNITED KINGDOM,3,78-99,D,DEPARTED,המריאה
SK,3181,SAS,2024-03-10T09:15:00,2024-03-10T09:50:00,D,LHR,LONDON - HEATHROW,לונדון,LONDON,בריטניה,UNITED KINGDOM,3,78-99,D,DEPARTED,המריאה
W4,3258,WIZZ AIR MALTA,2024-03-10T09:25:00,2024-03-10T09:55:00,D,OTP,BUCHAREST - OTOPENI,בוקרשט,BUCHAREST,רומניה,ROMANIA,3,39-42,B,DEPARTED,המריאה
6H,042,ISRAIR AIRLINES,2024-03-10T10:00:00,2024-03-10T09:58:00,A,ETM,RAMON,אילת - רמון,RAMON,ישראל,ISRAEL,3,,,LANDED,נחתה
IZ,807,ARKIA  ISRAELI  AIRLINES,2024-03-10T09:40:00,2024-03-10T09:59:00,D,ETM,RAMON,אילת - רמון,RAMON,ישראל,ISRAEL,3,G12-G18,G,DEPARTED,המריאה
LY,545,EL AL ISRAEL AIRLINES,2024-03-10T09:45:00,2024-03-10T10:17:00,D,ATH,ATHENS,אתונה,ATHENS,יוון,GREECE,3,78-99,D,DEPARTED,המריאה
IZ,414,ARKIA  ISRAELI  AIRLINES,2024-03-10T10:20:00,2024-03-10T10:38:00,A,BUS,BATUMI,בטומי,BATUMI,גיאורגיה,GEORGIA,3,,,LANDED,נחתה
EK,2450,EMIRATES,2024-03-10T10:20:00,2024-03-10T10:41:00,A,DXB,DUBAI,דובאי,DUBAI,איחוד האמירויות הערב,UNITED ARAB EMIRATES,3,,,LANDED,נחתה
FZ,1081,FLYDUBAI,2024-03-10T10:20:00,2024-03-10T10:41:00,A,DXB,DUBAI,דובאי,DUBAI,איחוד האמירויות הערב,UNITED ARAB EMIRATES,3,,,LANDED,נחתה
EK,2370,EMIRATES,2024-03-10T10:10:00,2024-03-10T10:42:00,D,DXB,DUBAI,דובאי,DUBAI,איחוד האמירויות הערב,UNITED ARAB EMIRATES,3,49-55,B,DEPARTED,המריאה
FZ,1550,FLYDUBAI,2024-03-10T10:10:00,2024-03-10T10:42:00,D,DXB,DUBAI,דובאי,DUBAI,איחוד האמירויות הערב,UNITED ARAB EMIRATES,3,49-55,B,DEPARTED,המריאה
W6,5097,WIZZAIR,2024-03-10T11:15:00,2024-03-10T10:54:00,A,KRK,KRAKOW,קרקוב,KRAKOW,פולין,POLAND,3,,,LANDED,נחתה
IZ,779,ARKIA  ISRAELI  AIRLINES,2024-03-10T10:35:00,2024-03-10T11:08:00,D,GNB,GRENOBLE-SAUNT GEOIRS,גרנובל,GRENOBLE,צרפת,FRANCE,3,34-38,B,DEPARTED,המריאה
W6,2326,WIZZAIR,2024-03-10T10:55:00,2024-03-10T11:13:00,D,BUD,BUDAPEST,בודפשט,BUDAPEST,הונגריה,HUNGARY,3,42-45,B,DEPARTED,המריאה
EY,593,ETIHAD AIRWAYS,2024-03-10T11:20:00,2024-03-10T11:14:00,A,AUH,ABU DHABI,אבו דאבי,ABU DHABI,איחוד האמירויות הערב,UNITED ARAB EMIRATES,3,,,LANDED,נחתה
LY,9600,EL AL ISRAEL AIRLINES,2024-03-10T11:20:00,2024-03-10T11:14:00,A,AUH,ABU DHABI,אבו דאבי,ABU DHABI,איחוד האמירויות הערב,UNITED ARAB EMIRATES,3,,,LANDED,נחתה
BZ,701,BLUE BIRD AIRWAYS,2024-03-10T11:20:00,2024-03-10T11:19:00,A,ATH,ATHENS,אתונה,ATHENS,יוון,GREECE,3,,,LANDED,נחתה
BZ,111,BLUE BIRD AIRWAYS,2024-03-10T11:35:00,2024-03-10T11:33:00,A,LCA,LARNACA,לרנקה,LARNACA,קפריסין,CYPRUS,3,,,LANDED,נחתה
6H,725,ISRAIR AIRLINES,2024-03-10T11:15:00,2024-03-10T11:38:00,D,BUD,BUDAPEST,בודפשט,BUDAPEST,הונגריה,HUNGARY,3,24-27,A,DEPARTED,המריאה
A3,926,AEGEAN  AIRLINES,2024-03-10T12:00:00,2024-03-10T11:42:00,A,ATH,ATHENS,אתונה,ATHENS,יוון,GREECE,3,,,LANDED,נחתה
JU,7620,AIR SERBIA,2024-03-10T12:00:00,2024-03-10T11:42:00,A,ATH,ATHENS,אתונה,ATHENS,יוון,GREECE,3,,,LANDED,נחתה
UA,085,UNITED AIRLINES,2024-03-10T11:30:00,2024-03-10T11:44:00,D,EWR,NEW YORK - NEWARK,ניוארק,NEWARK,ארצות הברית,UNITED STATES,3,12-18,A,DEPARTED,המריאה
EK,2451,EMIRATES,2024-03-10T11:35:00,2024-03-10T12:05:00,D,DXB,DUBAI,דובאי,DUBAI,איחוד האמירויות הערב,UNITED ARAB EMIRATES,3,49-55,B,DEPARTED,המריאה
FZ,1082,FLYDUBAI,2024-03-10T11:35:00,2024-03-10T12:05:00,D,DXB,DUBAI,דובאי,DUBAI,איחוד האמירויות הערב,UNITED ARAB EMIRATES,3,49-55,B,DEPARTED,המריאה
IZ,808,ARKIA  ISRAELI  AIRLINES,2024-03-10T12:05:00,2024-03-10T12:12:00,A,ETM,RAMON,אילת - רמון,RAMON,ישראל,ISRAEL,3,,,LANDED,נחתה
LY,542,EL AL ISRAEL AIRLINES,2024-03-10T12:05:00,2024-03-10T12:15:00,A,ATH,ATHENS,אתונה,ATHENS,יוון,GREECE,3,,,LANDED,נחתה
LY,5142,EL AL ISRAEL AIRLINES,2024-03-10T11:45:00,2024-03-10T12:17:00,A,LCA,LARNACA,לרנקה,LARNACA,קפריסין,CYPRUS,3,,,LANDED,נחתה
EK,2363,EMIRATES,2024-03-10T11:40:00,2024-03-10T12:19:00,A,DXB,DUBAI,דובאי,DUBAI,איחוד האמירויות הערב,UNITED ARAB EMIRATES,3,,,LANDED,נחתה
FZ,1211,FLYDUBAI,2024-03-10T11:40:00,2024-03-10T12:19:00,A,DXB,DUBAI,דובאי,DUBAI,איחוד האמירויות הערב,UNITED ARAB EMIRATES,3,,,LANDED,נחתה
A4,5025,AZIMUTH AIRLINES,2024-03-10T13:20:00,2024-03-10T12:21:00,A,AER,SOCHI,סוצ'י,SOCHI,רוסיה,RUSSIAN FEDERATION,3,,,LANDED,נחתה
LY,973,EL AL ISRAEL AIRLINES,2024-03-10T12:10:00,2024-03-10T12:24:00,D,DXB,DUBAI,דובאי,DUBAI,איחוד האמירויות הערב,UNITED ARAB EMIRATES,3,78-99,D,DEPARTED,המריאה
W6,5098,WIZZAIR,2024-03-10T12:10:00,2024-03-10T12:25:00,D,KRK,KRAKOW,קרקוב,KRAKOW,פולין,POLAND,3,45-48,B,DEPARTED,המריאה
IZ,211,ARKIA  ISRAELI  AIRLINES,2024-03-10T12:30:00,2024-03-10T12:33:00,D,ATH,ATHENS,אתונה,ATHENS,יוון,GREECE,3,38-41,B,DEPARTED,המריאה
BZ,702,BLUE BIRD AIRWAYS,2024-03-10T12:15:00,2024-03-10T12:42:00,D,ATH,ATHENS,אתונה,ATHENS,יוון,GREECE,3,28-30,A,DEPARTED,המריאה
6H,884,ISRAIR AIRLINES,2024-03-10T12:45:00,2024-03-10T12:49:00,A,BUS,BATUMI,בטומי,BATUMI,גיאורגיה,GEORGIA,3,,,LANDED,נחתה
A3,927,AEGEAN  AIRLINES,2024-03-10T12:50:00,2024-03-10T13:02:00,D,ATH,ATHENS,אתונה,ATHENS,יוון,GREECE,3,34-37,B,DEPARTED,המריאה
EK,4978,EMIRATES,2024-03-10T12:50:00,2024-03-10T13:02:00,D,ATH,ATHENS,אתונה,ATHENS,יוון,GREECE,3,34-37,B,DEPARTED,המריאה
FB,1514,BULGARIA  AIR,2024-03-10T12:50:00,2024-03-10T13:02:00,D,ATH,ATHENS,אתונה,ATHENS,יוון,GREECE,3,34-37,B,DEPARTED,המריאה
JU,7621,AIR SERBIA,2024-03-10T12:50:00,2024-03-10T13:02:00,D,ATH,ATHENS,אתונה,ATHENS,יוון,GREECE,3,34-37,B,DEPARTED,המריאה
LY,574,EL AL ISRAEL AIRLINES,2024-03-10T13:35:00,2024-03-10T13:07:00,A,OTP,BUCHAREST - OTOPENI,בוקרשט,BUCHAREST,רומניה,ROMANIA,3,,,LANDED,נחתה
BZ,252,BLUE BIRD AIRWAYS,2024-03-10T12:30:00,2024-03-10T13:08:00,D,BCN,BARCELONA,ברצלונה,BARCELONA,ספרד,SPAIN,3,31-33,A,DEPARTED,המריאה
LY,552,EL AL ISRAEL AIRLINES,2024-03-10T13:25:00,2024-03-10T13:09:00,A,SOF,SOFIA,סופיה,SOFIA,בולגריה,BULGARIA,3,,,LANDED,נחתה
EY,594,ETIHAD AIRWAYS,2024-03-10T13:00:00,2024-03-10T13:13:00,D,AUH,ABU DHABI,אבו דאבי,ABU DHABI,איחוד האמירויות הערב,UNITED ARAB EMIRATES,3,56-61,C,DEPARTED,המריאה
LY,9601,EL AL ISRAEL AIRLINES,2024-03-10T13:00:00,2024-03-10T13:13:00,D,AUH,ABU DHABI,אבו דאבי,ABU DHABI,איחוד האמירויות הערב,UNITED ARAB EMIRATES,3,56-61,C,DEPARTED,המריאה
LY,5107,EL AL ISRAEL AIRLINES,2024-03-10T13:05:00,2024-03-10T13:21:00,D,TBS,TBILISI,טביליסי,TBILISI,גיאורגיה,GEORGIA,3,78-99,D,DEPARTED,המריאה
LY,612,EL AL ISRAEL AIRLINES,2024-03-10T13:50:00,2024-03-10T13:24:00,A,DME,MOSCOW-DOMODEDOVO,מוסקבה,MOSCOW,רוסיה,RUSSIAN FEDERATION,3,,,LANDED,נחתה
S7,4483,SIBERIA AIRLINES,2024-03-10T13:50:00,2024-03-10T13:24:00,A,DME,MOSCOW-DOMODEDOVO,מוסקבה,MOSCOW,רוסיה,RUSSIAN FEDERATION,3,,,LANDED,נחתה
IZ,815,ARKIA  ISRAELI  AIRLINES,2024-03-10T13:30:00,2024-03-10T13:43:00,D,ETM,RAMON,אילת - רמון,RAMON,ישראל,ISRAEL,3,G12-G18,G,DEPARTED,המריאה
EK,2364,EMIRATES,2024-03-10T12:55:00,2024-03-10T13:51:00,D,DXB,DUBAI,דובאי,DUBAI,איחוד האמירויות הערב,UNITED ARAB EMIRATES,3,49-55,B,DEPARTED,המריאה
FZ,1212,FLYDUBAI,2024-03-10T12:55:00,2024-03-10T13:51:00,D,DXB,DUBAI,דובאי,DUBAI,איחוד האמירויות הערב,UNITED ARAB EMIRATES,3,49-55,B,DEPARTED,המריאה
EK,2345,EMIRATES,2024-03-10T13:05:00,2024-03-10T13:56:00,A,DXB,DUBAI,דובאי,DUBAI,איחוד האמירויות הערב,UNITED ARAB EMIRATES,3,,,LANDED,נחתה
FZ,1125,FLYDUBAI,2024-03-10T13:05:00,2024-03-10T13:56:00,A,DXB,DUBAI,דובאי,DUBAI,איחוד האמירויות הערב,UNITED ARAB EMIRATES,3,,,LANDED,נחתה
UX,1301,AIR EUROPA,2024-03-10T14:35:00,2024-03-10T14:02:00,A,MAD,MADRID,מדריד,MADRID,ספרד,SPAIN,3,,,LANDED,נחתה
AF,962,AIR FRANCE,2024-03-10T14:20:00,2024-03-10T14:10:00,A,CDG,PARIS-CHARLES DE GAULLE,פריס,PARIS,צרפת,FRANCE,3,,,LANDED,נחתה
DL,8457,DELTA AIRLINES,2024-03-10T14:20:00,2024-03-10T14:10:00,A,CDG,PARIS-CHARLES DE GAULLE,פריס,PARIS,צרפת,FRANCE,3,,,LANDED,נחתה
TO,3456,TRANSAVIA FRANCE,2024-03-10T14:25:00,2024-03-10T14:16:00,A,ORY,PARIS-ORLY,פריס,PARIS,צרפת,FRANCE,3,,,LANDED,נחתה
AR,7876,AEROLINEAS ARGENTINAS S.A.,2024-03-10T14:30:00,2024-03-10T14:22:00,A,FCO,ROME - FIUMICINO,רומא,ROME,איטליה,ITALY,3,,,LANDED,נחתה
LY,386,EL AL ISRAEL AIRLINES,2024-03-10T14:30:00,2024-03-10T14:22:00,A,FCO,ROME - FIUMICINO,רומא,ROME,איטליה,ITALY,3,,,LANDED,נחתה
AZ,806,ITALIA TRASPORTO AEREO,2024-03-10T14:20:00,2024-03-10T14:29:00,A,FCO,ROME - FIUMICINO,רומא,ROME,איטליה,ITALY,3,,,LANDED,נחתה
JU,7378,AIR SERBIA,2024-03-10T14:20:00,2024-03-10T14:29:00,A,FCO,ROME - FIUMICINO,רומא,ROME,איטליה,ITALY,3,,,LANDED,נחתה
6H,047,ISRAIR AIRLINES,2024-03-10T13:45:00,2024-03-10T14:31:00,D,ETM,RAMON,אילת - רמון,RAMON,ישראל,ISRAEL,3,G1-G6,G,DEPARTED,המריאה
A4,5026,AZIMUTH AIRLINES,2024-03-10T14:20:00,2024-03-10T14:34:00,D,AER,SOCHI,סוצ'י,SOCHI,רוסיה,RUSSIAN FEDERATION,3,63-65,C,DEPARTED,המריאה
NH,5621,ALL NIPPON AIRWAYS,2024-03-10T14:45:00,2024-03-10T14:34:00,A,VIE,VIENNA,וינה,VIENNA,אוסטריה,AUSTRIA,3,,,LANDED,נחתה
OS,857,AUSTRIAN AIRLINES,2024-03-10T14:45:00,2024-03-10T14:34:00,A,VIE,VIENNA,וינה,VIENNA,אוסטריה,AUSTRIA,3,,,LANDED,נחתה
LY,2366,EL AL ISRAEL AIRLINES,2024-03-10T14:55:00,2024-03-10T14:37:00,A,BUD,BUDAPEST,בודפשט,BUDAPEST,הונגריה,HUNGARY,3,,,LANDED,נחתה
BZ,441,BLUE BIRD AIRWAYS,2024-03-10T14:15:00,2024-03-10T14:42:00,A,BUD,BUDAPEST,בודפשט,BUDAPEST,הונגריה,HUNGARY,3,,,LANDED,נחתה
U8,108,TUS AIRWAYS,2024-03-10T15:00:00,2024-03-10T14:52:00,A,LCA,LARNACA,לרנקה,LARNACA,קפריסין,CYPRUS,3,,,LANDED,נחתה
LY,375,EL AL ISRAEL AIRLINES,2024-03-10T13:40:00,2024-03-10T14:53:00,D,LIS,LISBON,ליסבון,LISBON,פורטוגל,PORTUGAL,3,78-99,D,DEPARTED,המריאה
TP,8920,AIR PORTUGAL,2024-03-10T13:40:00,2024-03-10T14:53:00,D,LIS,LISBON,ליסבון,LISBON,פורטוגל,PORTUGAL,3,78-99,D,DEPARTED,המריאה
B6,6482,JETBLUE AIRWAYS CORPORATION,2024-03-10T15:30:00,2024-03-10T14:59:00,A,EWR,NEW YORK - NEWARK,ניוארק,NEWARK,ארצות הברית,UNITED STATES,3,,,LANDED,נחתה
DL,7442,DELTA AIRLINES,2024-03-10T15:30:00,2024-03-10T14:59:00,A,EWR,NEW YORK - NEWARK,ניוארק,NEWARK,ארצות הברית,UNITED STATES,3,,,LANDED,נחתה
LY,026,EL AL ISRAEL AIRLINES,2024-03-10T15:30:00,2024-03-10T14:59:00,A,EWR,NEW YORK - NEWARK,ניוארק,NEWARK,ארצות הברית,UNITED STATES,3,,,LANDED,נחתה
LY,348,EL AL ISRAEL AIRLINES,2024-03-10T15:05:00,2024-03-10T15:02:00,A,ZRH,ZURICH,ציריך,ZURICH,שוויץ,SWITZERLAND,3,,,LANDED,נחתה
SK,3188,SAS,2024-03-10T15:05:00,2024-03-10T15:02:00,A,ZRH,ZURICH,ציריך,ZURICH,שוויץ,SWITZERLAND,3,,,LANDED,נחתה
WZ,011,RED WINGS AIRLINES,2024-03-10T14:00:00,2024-03-10T15:08:00,A,LED,ST. PETERSBURG,סט.פטרסבורג,S.PETERSBURG,רוסיה,RUSSIAN FEDERATION,3,,,LANDED,נחתה
LY,546,EL AL ISRAEL AIRLINES,2024-03-10T15:10:00,2024-03-10T15:11:00,A,ATH,ATHENS,אתונה,ATHENS,יוון,GREECE,3,,,LANDED,נחתה
W6,4427,WIZZAIR,2024-03-10T14:55:00,2024-03-10T15:15:00,A,SOF,SOFIA,סופיה,SOFIA,בולגריה,BULGARIA,3,,,LANDED,נחתה
LY,327,EL AL ISRAEL AIRLINES,2024-03-10T14:45:00,2024-03-10T15:22:00,D,CDG,PARIS-CHARLES DE GAULLE,פריס,PARIS,צרפת,FRANCE,3,78-99,D,DEPARTED,המריאה
SK,3159,SAS,2024-03-10T14:45:00,2024-03-10T15:22:00,D,CDG,PARIS-CHARLES DE GAULLE,פריס,PARIS,צרפת,FRANCE,3,78-99,D,DEPARTED,המריאה
LY,2372,EL AL ISRAEL AIRLINES,2024-03-10T15:35:00,2024-03-10T15:23:00,A,BER,BERLIN BRANDENBURG INTL,ברלין,BERLIN,גרמניה,GERMANY,3,,,LANDED,נחתה
SK,3154,SAS,2024-03-10T15:35:00,2024-03-10T15:23:00,A,BER,BERLIN BRANDENBURG INTL,ברלין,BERLIN,גרמניה,GERMANY,3,,,LANDED,נחתה
LY,5129,EL AL ISRAEL AIRLINES,2024-03-10T14:35:00,2024-03-10T15:24:00,D,RMO,CHISINAU,קישינב,CHISINAU,מולדוביה,MOLDOVA,3,78-99,D,DEPARTED,המריאה
LO,153,LOT POLISH AIRLINES,2024-03-10T15:20:00,2024-03-10T15:25:00,A,WAW,WARSAW,ורשה,WARSAW,פולין,POLAND,3,,,LANDED,נחתה
LY,972,EL AL ISRAEL AIRLINES,2024-03-10T15:10:00,2024-03-10T15:28:00,A,DXB,DUBAI,דובאי,DUBAI,איחוד האמירויות הערב,UNITED ARAB EMIRATES,3,,,LANDED,נחתה
AC,9020,AIR CANADA,2024-03-10T15:15:00,2024-03-10T15:33:00,A,FRA,FRANKFURT,פרנקפורט,FRANKFURT,גרמניה,GERMANY,3,,,LANDED,נחתה
LH,686,LUFTHANSA,2024-03-10T15:15:00,2024-03-10T15:33:00,A,FRA,FRANKFURT,פרנקפורט,FRANKFURT,גרמניה,GERMANY,3,,,LANDED,נחתה
NH,5459,ALL NIPPON AIRWAYS,2024-03-10T15:15:00,2024-03-10T15:33:00,A,FRA,FRANKFURT,פרנקפורט,FRANKFURT,גרמניה,GERMANY,3,,,LANDED,נחתה
SN,7173,BRUSSELS AIRLINES,2024-03-10T15:15:00,2024-03-10T15:33:00,A,FRA,FRANKFURT,פרנקפורט,FRANKFURT,גרמניה,GERMANY,3,,,LANDED,נחתה
UA,9120,UNITED AIRLINES,2024-03-10T15:15:00,2024-03-10T15:33:00,A,FRA,FRANKFURT,פרנקפורט,FRANKFURT,גרמניה,GERMANY,3,,,LANDED,נחתה
EK,2346,EMIRATES,2024-03-10T14:20:00,2024-03-10T15:36:00,D,DXB,DUBAI,דובאי,DUBAI,איחוד האמירויות הערב,UNITED ARAB EMIRATES,3,50-55,B,DEPARTED,המריאה
FZ,1126,FLYDUBAI,2024-03-10T14:20:00,2024-03-10T15:36:00,D,DXB,DUBAI,דובאי,DUBAI,איחוד האמירויות הערב,UNITED ARAB EMIRATES,3,50-55,B,DEPARTED,המריאה
IZ,816,ARKIA  ISRAELI  AIRLINES,2024-03-10T15:55:00,2024-03-10T15:47:00,A,ETM,RAMON,אילת - רמון,RAMON,ישראל,ISRAEL,3,,,LANDED,נחתה
LY,355,EL AL ISRAEL AIRLINES,2024-03-10T14:35:00,2024-03-10T15:47:00,D,FRA,FRANKFURT,פרנקפורט,FRANKFURT,גרמניה,GERMANY,3,78-99,D,DEPARTED,המריאה
SK,3179,SAS,2024-03-10T14:35:00,2024-03-10T15:47:00,D,FRA,FRANKFURT,פרנקפורט,FRANKFURT,גרמניה,GERMANY,3,78-99,D,DEPARTED,המריאה
LH,680,LUFTHANSA,2024-03-10T16:05:00,2024-03-10T15:49:00,A,MUC,MUNICH,מינכן,MUNICH,גרמניה,GERMANY,3,,,LANDED,נחתה
SN,7171,BRUSSELS AIRLINES,2024-03-10T16:05:00,2024-03-10T15:49:00,A,MUC,MUNICH,מינכן,MUNICH,גרמניה,GERMANY,3,,,LANDED,נחתה
UA,9471,UNITED AIRLINES,2024-03-10T16:05:00,2024-03-10T15:49:00,A,MUC,MUNICH,מינכן,MUNICH,גרמניה,GERMANY,3,,,LANDED,נחתה
